market_constraint,dayzer_constraint,dayzer_score,dayzer_confidence,pano_constraint,pano_score,pano_confidence
STATE LN- ROXANA 138 KV L/O SHEFFIELD XFMR 345/138 KV | SHEFFIELD 345/138 KV TRANSFORMER,7 STATE_138 KV_STA-17W1:Burnham-Sheffield 345,72.46376811594203,low,STATE LINE-ROXANA 138 KV L/O SHEFFIELD 345/138-KV XFMR | SHEFFILD345 KV  1       CMPTRAFODUMMY,100.0,high
BELLEFON138 KV  T3 | 138/69/34.BELLEFONTE.T2,BELLEFON_138 KV_T3:138/69/34.Bellefonte.T2,86.41975308641975,medium,BELLEFON 138KV - BELLEFON 69KV (BELLEFON 138 KV T3) | 138/69/34.Bellefonte.T2,81.3953488372093,medium
RAPPAHAN115 KV  RAP-WHIT | L230.LANEXA-DUNNSVILLE-NORTHERNNECK.224,RAPPAHAN_115 KV_RAP-WHIT:L230.Fredricksburg-Birchwood path CES,53.65853658536585,weak,RAPPAHAN 115KV - WHITESTN 115KV (RAPPAHAN 115 KV RAP-WHIT) | L230.Lanexa-Dunnsville-NorthernNeck.224,87.27272727272728,medium
MONROE-LALLENDORF 345 KV L/O LULU 345 KV SUB | LULU 3-TERMINAL LINE 3,LULU_345 KV_LUL-MON:Monroe-Lallendorf 345 kV,87.5,medium,MONROE 345KV - LALLENDO 345KV (LALLENDO 345 KV LAL-MON) | Lulu 3-Terminal Line 3,90.19607843137254,high
LINVFT_230KVLIN-VFT1_1_LN | ACTUAL,LINVFT_230 KV_LIN-VFT1:ACTUAL,90.3225806451613,high,VFT_ST 230KV - LINVFT 230KV (LINVFT 230 KV LIN-VFT1) | BASE,68.65671641791045,weak
SAPONY  230 KV  TX2 | ACTUAL,SAPONY_230 KV_TX2:ACTUAL,100.0,high,SAPONY 35KV - SAPONY 230KV (SAPONY 230 KV TX2) | BASE,82.05128205128204,medium
HOWARD2 138 KV  HOW-MEL1 | ACTUAL,HOWARD2_138 KV_HOW-MEL1:ACTUAL,100.0,high,MELMORE 138KV - HOWARD2 138KV (HOWARD2 138 KV HOW-MEL1) | L138.Melmore-ChatField,86.27450980392157,medium
911INDUS138 KV  911-NEWC | L345.MCCLELLAND-SHENANGO,911INDUS_138 KV_911-NEWC:L345.McClelland-Shenango,88.42105263157895,medium,NEWCASOE 138KV - 911INDUS 138KV (911INDUS 138 KV 911-NEWC) | L345.McClelland-Shenango,82.5,medium
KERRDAM 115 KV  1019A | L115.CAROLINA-EATONSFERRY-KERRDAM.22,KERRDAM_115 KV_1019A:ACTUAL,84.44444444444444,medium,KERRDAM 115KV - PALMERSP 115KV (KERRDAM 115 KV 1019A) | L115.Carolina-EatonsFerry-Kerrdam.22,100.0,high
GRACETON230 KV  GRA-MANO | L500.HUNTERSTOWN-CONASTONE.5013,GRACETON_230 KV_GRA-MANO:L500.Hunterstown-Conastone.5013+Cap,86.72566371681415,medium,GRACETON230 KV  GRA-SAF | L500.Hunterstown-Conastone.5013+Cap,95.14563106796116,high
MAHOMET - OCB 1303 L/O DUMONT - WILTONCENTER 765KV | L765.DUMONT-WILTONCENTER.11215,COOK_345 KV_COO-OLI1:L765.Dumont-WiltonCenter.11215,76.6355140186916,low,Maroa -E GooseCreek 345 kV l/o Wilton Center-Dumont 765 kV | L765.Dumont-WiltonCenter.11215,82.4742268041237,medium
CUMB PL 230 KV CUMB PL-JUNIATA 2235 | L230.DAUPHIN-JUNIATA.1087 + 230/69.DAUPHIN.T2,CUMB PL_230 KV_CUM-JUN:JUNIATA-DAUPHIN 230 LINE,83.54430379746836,medium,JUNIATA 230KV - CUMB PL 230KV (CUMB PL 230 KV CUM-JUN) | L230.Dauphin-Juniata.1087 + 230/69.Dauphin.T2,95.14563106796116,high
MEHOOPAN115 KV  MEH-NME1 | ACTUAL,MEHOOPAN_115 KV_MEH-NME1:ACTUAL,81.35593220338983,medium,MEHOOPAN 115KV - NMESHOPP 115KV (MEHOOPAN 115 KV MEH-NME1) | BASE,57.57575757575758,weak
BERGEN_230KVBER-HUD_1_LN | ACTUAL,BERGEN_230 KV_BER-HUD:ACTUAL,86.66666666666667,medium,BERGEN 230KV - HCS 230KV (BERGEN 230 KV BER-HUD) | BASE,67.74193548387098,weak
BROADVW 138 KV  BRO-FIN | ACTUAL,BROADVW_138 KV_BRO-FIN:ACTUAL,100.0,high,FINLEY 138KV - BROADVW 138KV (BROADVW 138 KV BRO-FIN) | BASE,85.71428571428571,medium
BIGSANDY138 KV  BIG-BUS1 | ACTUAL,BIGSANDY_138 KV_BIG-BUS1:ACTUAL,81.35593220338983,medium,BIGSANDY138 KV  BIG-GRA1 | L345.Avonlake-Juniper,73.91304347826087,low
GORE APS 138 KV GORE APS-STONEWAL JST4 | L500.BEDINGTON-BLACKOAK,GORE APS_138 KV_GOR-STO:L500.Bedington-Black Oak,84.84848484848484,medium,GORE APS 138KV - STONEWAL 138KV (GORE APS 138 KV GOR-STO) | L500.Bedington-BlackOak,94.94949494949495,high
KEYSTONE_230KVKEY-SHE_1_LN | ACTUAL,KEYSTONE_230 KV_KEY-SHE:ACTUAL,87.5,medium,KEYSTONE 230KV - SHELOCTA 230KV (KEYSTONE 230 KV KEY-SHE) | BASE,70.4225352112676,low
LAUSCHTO500 KV  T3 | L500.CONASTONE-PEACHBOTTOM.5012,LAUSCHTO_500 KV_T3:L500.Conastone-PeachBottom.5012,88.65979381443299,medium,LAUSCHTO 500KV - LAUSCHTO 230KV (LAUSCHTO 500 KV T3) | L500.Conastone-PeachBottom.5012,83.49514563106796,medium
BEDINGTO 500 KV BEDINGTO-BLACKOAK 500KV | L500.BRIGHTON-CONASTONE.5011,BEDINGTO_500 KV_BED-BLA_CES:L500.Brighton-Conastone,86.36363636363636,medium,TMI 500KV - TMI 230KV (TMI 500 KV 1 BANK) | L500.Brighton-Conastone.5011,80.0,medium
CRESCENT-7713 138 L/O KEWANEE-STREATOR 6101 138 | KEWANEE-STREATOR 6101 138,OST          138-OST          138,60.0,weak,Crescent-7713 138 l/o Kewanee-Streator 6101 138 | Kewanee-Streator 6101 138,100.0,high
LACKAWAN500 KV  4 | L230.LACKAWANNA-SUMMIT.2,LACKAWAN_500 KV_4:L230.Lackawanna-Summit.2,86.41975308641975,medium,LACKAWAN 230KV - LACKAWAN 500KV (LACKAWAN 500 KV 4) | L230.Lackawanna-Summit.2,80.45977011494253,medium
BUNSONVILLE - EUGENE TIE 345KV L/O DUMONT - WILTON CENTER 765KV | L765.DUMONT-WILTONCENTER.11215,EUGENE_345 KV_EUG-BUN1:Dumont-Wilton Center 765kV,89.65517241379311,medium,2102    345 KV  2102 3 | L765.Dumont-Wilton Center.11215,91.35802469135803,high
CEDARSUB230 KV CED-WILF | ACTUAL,CEDARSUB230 KV CED-WILF Bergen.2CC (2001 STM/2101 CT1/2202 CT2),86.27450980392157,medium,CEDARSUB230 KV  CED-ROSF | BASE,77.27272727272728,low
MEHOOPAN115 KV  MEH-NME2 | ACTUAL,MEHOOPAN_115 KV_MEH-NME2:ACTUAL,81.35593220338983,medium,MEHOOPAN 115KV - NMESHOPP 115KV (MEHOOPAN 115 KV MEH-NME2) | BASE,57.57575757575758,weak
1808    138 KV  1808 3 | ACTUAL,1808_138 KV_1808 3:ACTUAL,100.0,high,1808    138 KV  1808 3 | BASE,82.75862068965517,medium
MIAMIFOR138 KV MIA-HEB | ACTUAL,MIAMIFOR_138 KV_MIA-HEB:ACTUAL,80.7017543859649,medium,MIAMIFOR138 KV  MIA-HEB | L345.Tanners Creek-Dearborn1,85.71428571428571,medium
STATELIN-17WOLFLK NIP TIE A 138 KV | L345.BURNHAM-MUNSTER.17703,RICHLND_138 KV_TR-5:L345.Burnham-Munster.17703,83.11688311688312,medium,STATELIN-17WOLFLK NIP TIE   A  138 KV | 345L17703 Burnham-Munster 345 kV Tie Line,89.90825688073394,medium
CUMB PL 230 KV CUMB PL-JUNIATA 2235 | ACTUAL,JUNIATA_230 KV_4:ACTUAL,95.23809523809524,high,CUMB PL 230KV - WILLGROV 230KV (CUMB PL 230 KV CUM-WIGR) | L500.Juniata-TMI.5008,77.77777777777777,low
02LYONS_138KV02L-02F1_1_LN | ACTUAL,02LYONS_138 KV_02L-02F1:ACTUAL,81.25,medium,02FAYET 138KV - 02LYONS 138KV (02LYONS 138 KV 02L-02F1) | BASE,62.857142857142854,weak
BENTONHA138 KV  BEN-CRY1 | 345/138.OLIVE.T2,BENTONHA_138 KV_BEN-CRY1:345/138.Olive.T2(Sctnlz),79.06976744186046,low,BENTONHA 138KV - CRYSTAL 138KV (BENTONHA 138 KV BEN-CRY1) | 345/138.Olive.T2,78.16091954022988,low
LACKAWAN500 KV  3 | L230.LACKAWANNA-SUMMIT.1,LACKAWAN_500 KV_3:L230.Lackawanna-Summit.1,86.41975308641975,medium,LACKAWAN 230KV - LACKAWAN 500KV (LACKAWAN 500 KV 3) | L230.Lackawanna-Summit.1,80.45977011494253,medium
LOCKWOOD 138 KV LOCKWOOD-RICHLND TIE | L345.EASTLIMA-MADDOXCREEK,LOCKWOOD_138 KV_LOC-SHI1:L345.EastLima-MaddoxCreek,89.88764044943821,medium,LOCKWOOD 138KV - RICHLND 138KV (LOCKWOOD 138 KV LOC-RIC1) | L345.EastLima-MaddoxCreek,96.0,high
MAPLEST - CHRYSLER 138 KV L/O HIGHLANDPARK - NEWLONDON 230 KV | L230.NEWLONDON-KOKOMOHIGHLANDPARK,MAPLECIN_138 KV_MAP-08C1:L230.NewLondon-KokomoHighlandPark,81.25,medium,MAPLECIN 138KV - 08CHRYSL 138KV (MAPLECIN 138 KV MAP-08C1) | L230.NewLondon-KokomoHighlandPark,78.62068965517241,low
EELKHART138 KV  EEL-MOT1 | ACTUAL,02LBRTY_138 KV_02L-LLO1:ACTUAL,68.9655172413793,weak,EELKHART138 KV  EEL-MOT1 | BASE,89.79591836734694,medium
179 BLOOM  45TR84 CT       H  345 KV | L345.BLOOM-BURNHAM.17908 + 345/138.BURNHAM.TR81,179 BLOO_345 KV_TR84CT-P:L345.Bloom-Burnham.17908 + 345/138.Burnham.TR81,90.0,high,179 BLOO 345KV - 179 BLOO 1KV (179 BLOO 345 KV TR84CT-P) | L345.Bloom-Burnham.17908 + 345/138.Burnham.TR81,88.67924528301887,medium
ESIDELIM138 KV  ESI-NDE1 | L765.MARYSVILLE-SORENSON,ESIDELIM_138 KV_ESI-STE1:L765.Marysville-Sorenson,84.21052631578948,medium,ESIDELIM138 KV  ESI-NDE1 | L765.Marysville-Sorenson,100.0,high
AUSTIN-TAYLOR 138 KV L/O PANA-AUSTIN 345 KV | PANA - AUSTIN 345 KV,AUSTIN_138 KV_AUS-TAY:Pana - Austin 345 kV,86.15384615384616,medium,AUSTIN 138KV - TAYLORV3 138KV (AUSTIN 138 KV AUS-TAY) | Austin - Pana 345 kV,86.48648648648648,medium
HOOVERSV 115 KV HOOVERSV-TOWER51 H1H2 1071 | ACTUAL,HOOVERSV_115 KV_HOO-RAL:ACTUAL,84.0,medium,TOWER51 115KV - HOOVERSV 115KV (HOOVERSV 115 KV HOO-TOW) | BASE,77.19298245614036,low
DAUPHIN 230 KV DAUPHIN-JUNIATA 1087 | ACTUAL,JUNIATA_230 KV_4:ACTUAL,95.23809523809524,high,JUNIATA 230KV - CUMB PL 230KV (CUMB PL 230 KV CUM-JUN) | L230.Dauphin-Juniata.1087 + 230/69.Dauphin.T2,88.13559322033899,medium
MOREHEAD 69 KV MOREHEAD-KUMOR TIE | ACTUAL,MOREHEAD_69 KV_MOR-KUM1:ACTUAL,88.13559322033899,medium,RODBURN 69KV - MOREHEAD 69KV (MOREHEAD 69 KV MOR-KUM1) | BASE,67.6923076923077,weak
CENTRVIL138 KV  CEN-REU1 | L765.CLOVERDALE-JOSHUAFALLS,CENTRVIL_138 KV_CEN-REU1:L765.Cloverdale-JoshuaFalls,89.10891089108911,medium,CENTRVIL 138KV - REUSENS 138KV (CENTRVIL 138 KV CEN-REU1) | L765.Cloverdale-JoshuaFalls,83.72093023255815,medium
CARROLTO138 KV  CAR-CLI1 | ACTUAL,CARROLTO_138 KV_CAR-CLI1:ACTUAL,81.35593220338983,medium,CARLOJCT138 KV  CAR-RID | BASE,65.45454545454545,weak
DESOTO  138 KV  DES-SEL | ACTUAL,DESOTO_138 KV_DES-SEL:ACTUAL,100.0,high,DESOTO 138KV - SELMAPAR 138KV (DESOTO 138 KV DES-SEL) | L138.Modoc-Wapahani,85.1063829787234,medium
HOMERCIT 345 KV HOMERCIT S.AUTO-P XFORMER | ACTUAL,HOMERCIT_345 KV_S.AUTO-P:ACTUAL,100.0,high,HOMERCIT 1KV - HOMERCIT 345KV (HOMERCIT 345 KV S.AUTO-P) | BASE,83.63636363636364,medium
CHICAGO - PRAXAIR3 138 KV L/O BURNHAM - MUNSTER 345 KV | BURNHAM-MUNSTER 345,CHIC_AVE_138 KV_CHI-PRA1:Burnham-Munster 345,75.78947368421052,low,CHIC_AVE 138KV - PRAXAIR3 138KV (CHIC_AVE 138 KV CHI-PRA2) | Burnham-Munster 345,80.76923076923077,medium
MAHANSLA 138 KV MAHANS LANE-TIDD | L345.TIDD-WYLIERIDGE,MAHANSLA_138 KV_MAH-TID:L345.Toronto-WylieRidge,81.72043010752688,medium,MAHANS LANE-TIDD            B  138 KV | L345.Sammis-WylieRidge.240,89.41176470588235,medium
GREENTOWN 765/138 KV XFMR 3 L/O DUMONT-SORENSON765 KV | L765.DUMONT-SORENSON,OLIVE_138 KV_2-S:L765.Dumont-Sorenson,83.87096774193549,medium,Greentown 765/138 kV xfmr 3 l/o Dumont-Sorenson765 kV | L765.Dumont-Sorenson,100.0,high
BRUNSWIC230 KV  BRU-MEA | L500.HOPATCONG-ROSELAND.5061,BRUNSWIC_230 KV_BRU-MEA:L500.Hopatcong-Roseland.5061,89.10891089108911,medium,BRUNSWIC230 KV  BUR-MEA | L500.Hopatcong-Roseland.5061,98.0,high
08LAPLJT138 KV  08L-SAN1 | ACTUAL,08LAPLJT_138 KV_08L-SAN1:ACTUAL,98.30508474576271,high,08LAPLJT138 KV  08L-SAN1 | L765.Maliszewski-Marysville,86.27450980392157,medium
SHAWVILL115 KV  BNK 1A-S | SHAWVILLE.U2,SHAWVILL_115 KV_BNK 1A-S:Shawville.U2,84.50704225352112,medium,SHAWVILL230 KV  BNK 2A-P | Shawville #1 unit,81.08108108108108,medium
BERWICK 69 KV BERWICK-KOONSVIL | L230.COLUMBIA-MONTOUR,POINT1_69 KV_POI-SUN1:L230.Columbia-Montour,76.47058823529412,low,BERWICK-KOONSVIL            A  69 KV | L230.Columbia-Montour,100.0,high
GARDNERS_115KVGAR-TEX_1_LN | L500.HUNTERSTOWN-CONASTONE.5013,GARDNERS_115 KV_GAR-TEX:L500.Hunterstown-Conastone.5013+Cap,89.83050847457628,medium,TEXSEAST 115KV - GARDNERS 115KV (GARDNERS 115 KV GAR-TEX) | L500.Hunterstown-Conastone.5013,89.4308943089431,medium
NUCOR-WHITESTOWN 345KV L/O DREESSER-SUGARCREEK 345KV | DRESSER-SUGARCREEK 345 KV,NUCOR_345 KV_NUC-WHI1:Dresser-SugarCreek 345 kV,86.95652173913044,medium,NUCOR 345KV - WHITESTO 345KV (NUCOR 345 KV NUC-WHI1) | Dresser-SugarCreek 345 kV,80.3921568627451,medium
SALTSPRG_138KVSAL-MAS1_1_LN | L345.NILES-SHENANGO,SALTSPRG_138 KV_SAL-MAS1:L345.Niles-Shenango,91.30434782608695,high,SALTSPRG 138KV - MASURY 138KV (SALTSPRG 138 KV SAL-MAS1) | L345.Niles-Shenango,84.84848484848484,medium
MAP-CHRYSLR 13811 L\O GREENTOWN-DELCO 13810 | GREENTOWN-DELCO 138 KV,MAPLECIN_138 KV_MAP-08C1:Greentown-Delco 138 kV,78.125,low,MAPLECIN 138KV - 08CHRYSL 138KV (MAPLECIN 138 KV MAP-08C1) | Greentown-Delco 138 kV,78.35051546391753,low
CAYUGA STARBUS TR 9-P L/O CAYUGA-NUCOR 345 | NUCOR-CAYUGA 345 KV,CAYUGA2_345 KV_9-P:Nucor-Cayuga 345 kV,84.61538461538461,medium,CAYUGA2 345KV - CAYUGA2 1KV (CAYUGA2 345 KV 9-P) | Nucor-Cayuga 345 kV,78.57142857142857,low
ELKRUNDP230 KV  ELK-ROLN | L500.LOUDOUN-MORRISVILLE.569,ELKRUNDP_230 KV_ELK-ROLN:L500.Loudoun-Morrisville.569,89.32038834951456,medium,ROLNSFRD 230KV - ELKRUNDP 230KV (ELKRUNDP 230 KV ELK-ROLN) | L500.Loudoun-Morrisville.569,84.0909090909091,medium
HOPEWEL4230 KV  228A | L500.CARSON-MIDLOTHIAN.563,HOPEWEL4_230 KV_228A:L500.Carson-Midlothian.563,87.91208791208791,medium,CHESTER4230 KV  217A | L500.Carson-Midlothian.563,86.66666666666667,medium
CONASTON_230KVCNS-NOR2_1_LN | L500.BRIGHTON-CONASTONE.5011,CONASTON_230 KV_CNS-NOR2:L500.Brighton-Conastone,88.0952380952381,medium,CONASTON 230KV - NRTHWES2 230KV (CONASTON 230 KV CNS-NOR2) | L500.Brighton-Conastone.5011,90.75630252100841,high
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT | L345.ASHTABULA-PERRY,ALLDAM6_138 KV_ALL-KIT:L345.Ashtabula-Perry,89.47368421052632,medium,ALLDAM6-KITTANNI SP-KT      A  138 KV | (NUKE) L345.ErieWest-Ashtabula-Perry,100.0,high
CONASTON230 KV  CNS-NOR1 | L500.BRIGHTON-CONASTONE.5011,CONASTON_230 KV_CNS-NOR1:L500.Brighton-Conastone,87.75510204081633,medium,CONASTON230 KV  CNS-NOR1 | BASE,89.79591836734694,medium
HOWARD-PUMPHREY 2332-B A 230 KV | ACTUAL,PUMPHREY_230 KV_230-1:ACTUAL,87.5,medium,HOWARD-PUMPHREY 2332-B      A  230 KV | L230.Brandon Shores-Waugh Chapel.2343,89.55223880597015,medium
PRUNTYTO_T1_500TRAN4_XF | L500.FTMARTIN-PRUNTYTOWN.508,PRUNTYTO_500 KV_TRAN 4:L500.FtMartin-Pruntytown.508,88.23529411764706,medium,PRUNTYTO 500KV - PRUNTYTO 138KV (PRUNTYTO 500 KV TRAN  4) | L500.FtMartin-Pruntytown.508,83.33333333333333,medium
EDWSFERY230 KV  23111 | L500.DOUBS-GOOSECREEK.514,EDWSFERY_230 KV_23111:L500.Doubs-GooseCreek.514,87.91208791208791,medium,DICKERSO 230KV - EDWSFERY 230KV (EDWSFERY 230 KV 23111) | L500.Doubs-GooseCreek.514,81.57894736842105,medium
BATESVIL 138 KV BATESVIL-HUBBLE | TANNERS CRK-MIAMI FORT 345,BATESVIL_138 KV_BAT-HUB1:L345.Tanners Creek-Miami Fort,85.14851485148515,medium,BATESVIL 138KV - HUBBLE 138KV (BATESVIL 138 KV BAT-HUB1) | Tanners Crk-Miami Fort 345,100.0,high
08LAPLJT138 KV  08L-SAN1 | L765.DUMONT-SORENSON,08LAPLJT_138 KV_08L-SAN1:L765.Dumont-Sorenson,98.85057471264368,high,08LAPLJT 138KV - SANDERSO 138KV (08LAPLJT 138 KV 08L-SAN1) | L765.Dumont-Sorenson,89.58333333333333,medium
CEDARGRO_230KVCED-CLIB_1_LN | ACTUAL,CEDARGRO_230 KV_CED-CLIB:ACTUAL,87.87878787878788,medium,CEDARGRO 230KV - CLIF PS 230KV (CEDARGRO 230 KV CED-CLIB) | BASE,72.22222222222223,low
66 E FRN 345 KV 66 E FRN TR83CT-P XFORMER | ACTUAL,66 E FRN_345 KV_TR83CT-P:ACTUAL,100.0,high,66 E FRN 345KV - 66 E FRN 1KV (66 E FRN 345 KV TR83CT-P) | BASE,83.63636363636364,medium
BAGLEY  230 KV  BAG-GRAC | ACTUAL,BAGLEY_230 KV_BAG-GRAC:ACTUAL,100.0,high,GRACETON 230KV - BAGLEY 230KV (BAGLEY 230 KV BAG-GRAC) | L230.Graceton-Bagley-RaphaelRoad.2305,85.71428571428571,medium
DARLEYRD_69KVDAR-NAA_1_LN | 230/138.EDGEMOOR.AT20,DARLEYRD_69 KV_DAR-NAA:230/138.Edgemoor.AT20,91.30434782608695,high,NAAMANS 69KV - DARLEYRD 69KV (DARLEYRD 69 KV DAR-NAA) | 230/138.Edgemoor.AT20,88.0,medium
FACEROCK 115 KV FACEROCK 1 XFORMER | ACTUAL,FACEROCK_115 KV_1:ACTUAL,100.0,high,FACEROCK 2        XFORMER   L  69 KV | BASE,78.26086956521739,low
QUADCITIES - ROCKCREEK 345 KV L/O QUADCITIES - SUB91 | L345.QUADCITIES-SUB91.0401,4 QUAD C_345 KV_0401 1:L345.QuadCities-RockCreek.0405,87.8048780487805,medium,Rock Creek 345/161 TX l/o Quad Cities-Sub 91 345 kV | L345.QuadCities-Sub91.0401,87.8048780487805,medium
PRGEORGE230 KV  TX1 | L230.CHUCKATUCK-SURRY.290,PRGEORGE_230 KV_TX1:L230.Chuckatuck-Surry.290,87.35632183908046,medium,PRGEORGE 230KV - PRGEORGE 115KV (PRGEORGE 230 KV TX1) | L230.Chuckatuck-Surry.290,81.72043010752688,medium
CPL-DOM CONTINGENCY 2 | L500.CARSON-ROGERSROAD.585,CPL-DOM contingency 2 L500.Carson-RogersRoad.585,100.0,high,TRANSFER INTERFACE: CPL-DOM | L500.Carson-RogersRoad.585,82.92682926829268,medium
SHEFFIELD - AMOCCO 138KV L/O SHEFFIELD - MARKTOWN 138KV | SHEFFIELD - MARKTOWN 138KV,SHEFFILD_138 KV_SHE-AMO1:Sheffield-Marktown 138,81.35593220338983,medium,Sheffield-Marktown 138 kV l/o Sheffield -Amoco 138 kv | Sheffield-Amoco  138 kV,98.55072463768116,high
SUGAR CREEK DRESSER 345 L/O NUCOR CAYUGA 345 | NUCOR-CAYUGA 345 KV,DRESSER_345 KV_DRE-MIR:Nucor-Cayuga 345 kV,86.66666666666667,medium,Sugar Creek-Dresser 345 kV l/o Cayuga XF9 | Cayuga 2 Transformer 9,87.8048780487805,medium
SPORNAEP-KYGERCRE TIE B 345 KV | ACTUAL,SPORNAEP_345 KV_. 3:ACTUAL,95.45454545454545,high,SPORNAEP-KYGERCRE TIE       B  345 KV | L765.Hanging Rock-Jefferson,89.23076923076923,medium
CHERRYRN 138 KV CHERRYRN-MORGAN WC2 | L500.BEDINGTON-BLACKOAK,CHERRYRN_138 KV_CHE-MOR:L500.Bedington-Black Oak,83.33333333333333,medium,MORGAN 138KV - CHERRYRN 138KV (CHERRYRN 138 KV CHE-MOR) | L500.Bedington-BlackOak,95.74468085106383,high
PSOUTH | L500.BEDINGTON-BLACKOAK,BLACKOAK_138 KV_BLA-SHO:L500.Bedington-Black Oak,86.79245283018868,medium,PSOUTH | L500.Bedington-BlackOak,100.0,high
KOKOMOPS - TIPTOWEST 230KV L/O DUMONT - SORESON 765 KV | DUMONT - SORENSON 765 KV,KOKOMOPS_230 KV_KOK-TIP:Dumont - Sorenson 765 kV,90.0,high,KOKOMOPS 230KV - TIPTON W 230KV (KOKOMOPS 230 KV KOK-TIP) | Dumont - Sorenson 765 kV,82.88288288288288,medium
ELDRED_230KVELD-SUN_1_LN | L230.COLUMBIA-MONTOUR+230/69.COLUMBIA.T2,ELDRED 230 KV ELD-SUN MONTOUR-COLUMBIA 230 LINE,87.8048780487805,medium,SUNBURY 230KV - ELDRED 230KV (ELDRED 230 KV ELD-SUN) | L230.Columbia-Montour+230/69.Columbia.T2,89.83050847457628,medium
MTAIRYTP69 KV   MTA-REN1 | ACTUAL,MTAIRYTP_69 KV_MTA-REN1:ACTUAL,84.21052631578948,medium,RENAN 69KV - MTAIRYTP 69KV (MTAIRYTP 69 KV MTA-REN1) | BASE,62.295081967213115,weak
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT | ACTUAL,ALLDAM6_138 KV_ALL-KIT:ACTUAL,83.33333333333333,medium,ALLDAM6-KITTANNI SP-KT      A  138 KV | (NUKE) L345.ErieWest-Ashtabula-Perry,88.88888888888889,medium
MOUN UGI 230 KV MOUN UGI 1 XFORMER | 230/69.MOUNTAIN.T3(UGI),MOUN UGI_230 KV_1:230/69.Mountain.T3(UGI) w/ 23030 closed,85.36585365853658,medium,MOUN UGI 230KV - MOUN UGI 69KV (MOUN UGI 230 KV 1) | 230/69.Mountain.T3(UGI),93.33333333333333,high
MAROA-E GOOSECREEK 345KV L/O FARADAY-KANSAS 345KV | FARADAY-KANSAS 345 KV,GOOSECRK_345 KV_GOO-MAR:Faraday-Arlond 345 kV,67.5,weak,Maroa-E GooseCreek 345kV l/o Faraday-Kansas 345kV | Faraday-Kansas 345 kV,100.0,high
ESIDELIM138 KV  ESI-NDE1 | L138.ALLENIM-LOGTOWN,ESIDELIM_138 KV_ESI-GOME:L138.AllenIM-Logtown,80.45977011494253,medium,ESIDELIM138 KV  ESI-NDE1 | L138.AllenIM-Logtown,100.0,high
02LYONS 138 KV  02L-02F1 | ACTUAL,02LYONS_138 KV_02L-02F1:ACTUAL,100.0,high,02FAYET 138KV - 02LYONS 138KV (02LYONS 138 KV 02L-02F1) | BASE,86.27450980392157,medium
HARWGATE_230KV205C_1_LN | L500.CARSON-MIDLOTHIAN.563,HARWGATE_115 KV_100J:L500.Carson-Midlothian.563,86.41975308641975,medium,LOCKS 230KV - HARWGATE 230KV (HARWGATE 230 KV 205C) | L500.Carson-Midlothian.563,84.61538461538461,medium
CHURCH 69 KV CHURCH-NEWMERED 6704-1 | 230/138.CEDARCREEK.AT20,CHURCH_69 KV_CHU-NME:230/138.CedarCreek.AT20,89.74358974358974,medium,CHURCH 69KV - NEWMERED 69KV (CHURCH 69 KV CHU-NME) | 230/138.CedarCreek.AT20,92.63157894736842,high
ASPENSLR115 KV  ASP-ROXB | ACTUAL,ASPENSLR_115 KV_ASP-ROXB:ACTUAL,81.35593220338983,medium,ASPENSLR 115KV - ROXBURY 115KV (ASPENSLR 115 KV ASP-ROXB) | BASE,55.38461538461539,weak
UNIVERSITY PARK - OLIVE 345 KV L/O DUMONT - WILTON 765 KV | DUMONT-WILTON CENTER 765KV,STJOHNS_345 KV_2:Dumont-Wilton Center 765kV,86.48648648648648,medium,Stillwell-Dumont 345kV l/o Wilton Center-Dumont 765kV | Dumont-Wilton Center 765kV,87.8048780487805,medium
LOCKWOOD 138 KV LOCKWOOD-RICHLND TIE | ACTUAL,RICHLND_138 KV_TR-1:ACTUAL,88.88888888888889,medium,LOCKWOOD 138KV - RICHLND 138KV (LOCKWOOD 138 KV LOC-RIC1) | 138/69.EastLima.T3,80.0,medium
STILLWELL 1 345/138 KV L/O STILLWELL - DUMONT 345 KV | L345.DUMONT-STILLWELL (NIPS),STILLWEL_345 KV_. 1:Dumont-Stillwell 345 kV,84.21052631578948,medium,Stillwell 345/138 l/o Stillwell-Dumont 345 | Dumont-Stillwell 345 kV,93.75,high
ELKHORN NORTH LAKE GENEVA 138 L/O SUNRISE WHITE WATER 138 | WHTWTR3 138/LKHD TP 138 1-SUN 138 138 /LKHD T,PS NORTH,76.92307692307692,low,ELK 69 3 138KV - NLG 69 3 138KV (NLG 69 3 138 KV 39085390) | WHTWTR3 138/LKHD TP 138 1-SUN 138 138 /LKHD T,65.85365853658536,weak
GLENDON 115 KV GLENDON-HOSENSAC 914 | 230/115.PORTLAND.3TR,GLENDON_115 KV_GLE-NOR:230/115.Hosensack.T4,78.65168539325842,low,HOSENSME 115KV - GLENDON 115KV (GLENDON 115 KV GLE-HOS) | 230/115.Portland.3TR,85.71428571428571,medium
